GO.ID	Term	Annotated	Significant	Expected	P_value
385	GO:0003985	acetyl-CoA C-acetyltransferase activity	4	3	1.5	0.15176
386	GO:0016308	1-phosphatidylinositol-4-phosphate 5-kinase activity	4	3	1.5	0.15176
387	GO:0008422	beta-glucosidase activity	4	3	1.5	0.15176
388	GO:0060002	plus-end directed microfilament motor activity	4	3	1.5	0.15176
389	GO:0016422	mRNA (2'-O-methyladenosine-N6-)-methyltransferase activity	4	3	1.5	0.15176
390	GO:0046547	trans-aconitate 3-methyltransferase activity	4	3	1.5	0.15176
391	GO:0004719	protein-L-isoaspartate (D-aspartate) O-methyltransferase activity	4	3	1.5	0.15176
392	GO:0004855	xanthine oxidase activity	4	3	1.5	0.15176
393	GO:0004054	arginine kinase activity	4	3	1.5	0.15176
394	GO:0034211	GTP-dependent protein kinase activity	4	3	1.5	0.15176
395	GO:0004040	amidase activity	4	3	1.5	0.15176
396	GO:0015250	water channel activity	4	3	1.5	0.15176
397	GO:0052650	NADP-retinol dehydrogenase activity	4	3	1.5	0.15176
398	GO:0004658	propionyl-CoA carboxylase activity	4	3	1.5	0.15176
399	GO:0004644	phosphoribosylglycinamide formyltransferase activity	4	3	1.5	0.15176
400	GO:0034584	piRNA binding	4	3	1.5	0.15176
401	GO:0048273	mitogen-activated protein kinase p38 binding	4	3	1.5	0.15176
402	GO:0070063	RNA polymerase binding	14	6	5.25	0.15181
403	GO:0005518	collagen binding	58	26	21.76	0.15485
404	GO:0016791	phosphatase activity	242	121	90.79	0.15577
405	GO:0050839	cell adhesion molecule binding	150	61	56.28	0.15677
406	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	15	8	5.63	0.15877
407	GO:0001067	transcription regulatory region nucleic acid binding	220	93	82.54	0.15939
408	GO:0051537	2 iron, 2 sulfur cluster binding	22	11	8.25	0.16098
409	GO:0005547	phosphatidylinositol-3,4,5-trisphosphate binding	34	16	12.76	0.16505
410	GO:0004177	aminopeptidase activity	51	22	19.13	0.16511
411	GO:0003729	mRNA binding	61	32	22.89	0.17392
412	GO:0043395	heparan sulfate proteoglycan binding	13	7	4.88	0.17545
413	GO:0004713	protein tyrosine kinase activity	253	110	94.92	0.17572
414	GO:0003714	transcription corepressor activity	64	28	24.01	0.18292
415	GO:0004867	serine-type endopeptidase inhibitor activity	64	28	24.01	0.18292
416	GO:0015276	ligand-gated monoatomic ion channel activity	230	93	86.29	0.19409
417	GO:0032041	NAD-dependent histone H3K14 deacetylase activity	11	6	4.13	0.19460
418	GO:0043015	gamma-tubulin binding	11	6	4.13	0.19460
419	GO:0043560	insulin receptor substrate binding	11	6	4.13	0.19460
420	GO:0035374	chondroitin sulfate binding	11	6	4.13	0.19460
421	GO:0015279	store-operated calcium channel activity	11	6	4.13	0.19460
422	GO:0046970	NAD-dependent histone H4K16 deacetylase activity	11	6	4.13	0.19460
423	GO:0072341	modified amino acid binding	67	29	25.14	0.19585
424	GO:0005544	calcium-dependent phospholipid binding	18	9	6.75	0.19607
425	GO:0008046	axon guidance receptor activity	18	9	6.75	0.19607
426	GO:0017134	fibroblast growth factor binding	30	14	11.26	0.19732
427	GO:0005525	GTP binding	370	147	138.81	0.20183
428	GO:0003924	GTPase activity	156	64	58.53	0.20383
429	GO:0003899	DNA-directed 5'-3' RNA polymerase activity	47	27	17.63	0.20735
430	GO:0019894	kinesin binding	23	11	8.63	0.20844
431	GO:0008158	hedgehog receptor activity	23	11	8.63	0.20844
432	GO:0019904	protein domain specific binding	359	174	134.69	0.20858
433	GO:0008138	protein tyrosine/serine/threonine phosphatase activity	29	12	10.88	0.20863
434	GO:0005245	voltage-gated calcium channel activity	40	19	15.01	0.21594
435	GO:0000149	SNARE binding	34	20	12.76	0.21631
436	GO:0004065	arylsulfatase activity	9	5	3.38	0.21689
437	GO:0001054	RNA polymerase I activity	9	5	3.38	0.21689
438	GO:0017075	syntaxin-1 binding	9	5	3.38	0.21689
439	GO:0004712	protein serine/threonine/tyrosine kinase activity	28	14	10.5	0.21725
440	GO:0004508	steroid 17-alpha-monooxygenase activity	33	15	12.38	0.22114
441	GO:0047442	17-alpha-hydroxyprogesterone aldolase activity	33	15	12.38	0.22114
442	GO:0005249	voltage-gated potassium channel activity	106	47	39.77	0.22330
443	GO:0003713	transcription coactivator activity	109	48	40.89	0.22860
444	GO:0035591	signaling adaptor activity	40	18	15.01	0.22986
445	GO:0015101	organic cation transmembrane transporter activity	43	19	16.13	0.24143
446	GO:0005332	gamma-aminobutyric acid:sodium:chloride symporter activity	14	7	5.25	0.24220
447	GO:0031369	translation initiation factor binding	11	8	4.13	0.24305
448	GO:0019826	oxygen sensor activity	7	4	2.63	0.24329
449	GO:0004784	superoxide dismutase activity	7	4	2.63	0.24329
450	GO:0017108	5'-flap endonuclease activity	7	4	2.63	0.24329
451	GO:0045545	syndecan binding	7	4	2.63	0.24329
452	GO:0004061	arylformamidase activity	7	4	2.63	0.24329
453	GO:0019209	kinase activator activity	30	12	11.26	0.24335
454	GO:0004521	RNA endonuclease activity	126	28	47.27	0.24503
455	GO:0030554	adenyl nucleotide binding	2225	966	834.75	0.25224
456	GO:0070403	NAD+ binding	19	9	7.13	0.25452
457	GO:0003993	acid phosphatase activity	24	11	9	0.26091
458	GO:0016817	hydrolase activity, acting on acid anhydrides	1091	475	409.31	0.26943
459	GO:0015075	monoatomic ion transmembrane transporter activity	908	393	340.65	0.27073
460	GO:0004312	fatty acid synthase activity	12	6	4.5	0.27127
461	GO:0030976	thiamine pyrophosphate binding	12	6	4.5	0.27127
462	GO:0001056	RNA polymerase III activity	12	6	4.5	0.27127
463	GO:0004620	phospholipase activity	64	32	24.01	0.27485
464	GO:0016922	nuclear receptor binding	43	24	16.13	0.27487
465	GO:0031491	nucleosome binding	11	9	4.13	0.27513
466	GO:0005520	insulin-like growth factor binding	8	6	3	0.27530
467	GO:0004896	cytokine receptor activity	12	7	4.5	0.27534
468	GO:0004697	protein kinase C activity	7	5	2.63	0.27535
469	GO:0004316	3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity	5	3	1.88	0.27546
470	GO:0070182	DNA polymerase binding	5	3	1.88	0.27546
471	GO:0008607	phosphorylase kinase regulator activity	5	3	1.88	0.27546
472	GO:0004438	phosphatidylinositol-3-phosphate phosphatase activity	5	3	1.88	0.27546
473	GO:0000224	peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity	5	3	1.88	0.27546
474	GO:0004946	bombesin receptor activity	5	3	1.88	0.27546
475	GO:0008494	translation activator activity	5	3	1.88	0.27546
476	GO:0047017	prostaglandin-F synthase activity	5	3	1.88	0.27546
477	GO:0005375	copper ion transmembrane transporter activity	5	3	1.88	0.27546
478	GO:0015450	protein-transporting ATPase activity	5	3	1.88	0.27546
479	GO:0070025	carbon monoxide binding	5	3	1.88	0.27546
480	GO:0070026	nitric oxide binding	5	3	1.88	0.27546
481	GO:0070551	endoribonuclease activity, cleaving siRNA-paired mRNA	5	3	1.88	0.27546
482	GO:0008241	peptidyl-dipeptidase activity	5	3	1.88	0.27546
483	GO:0005123	death receptor binding	5	3	1.88	0.27546
484	GO:0035197	siRNA binding	5	3	1.88	0.27546
485	GO:0036131	prostaglandin D2 11-ketoreductase activity	5	3	1.88	0.27546
486	GO:0035259	nuclear glucocorticoid receptor binding	5	3	1.88	0.27546
487	GO:0004114	3',5'-cyclic-nucleotide phosphodiesterase activity	15	6	5.63	0.27553
488	GO:0016758	hexosyltransferase activity	244	86	91.54	0.27606
489	GO:0008324	monoatomic cation transmembrane transporter activity	705	321	264.49	0.27845
490	GO:0004497	monooxygenase activity	169	76	63.4	0.28089
491	GO:0015296	monoatomic anion:monoatomic cation symporter activity	34	18	12.76	0.28207
492	GO:0005001	transmembrane receptor protein tyrosine phosphatase activity	17	8	6.38	0.28264
493	GO:0030331	nuclear estrogen receptor binding	17	8	6.38	0.28264
494	GO:0008762	UDP-N-acetylmuramate dehydrogenase activity	17	8	6.38	0.28264
495	GO:0004721	phosphoprotein phosphatase activity	159	79	59.65	0.28569
496	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	58	27	21.76	0.28726
497	GO:0048038	quinone binding	28	12	10.5	0.28756
498	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	103	39	38.64	0.28840
499	GO:0009881	photoreceptor activity	42	20	15.76	0.28863
500	GO:0008331	high voltage-gated calcium channel activity	10	5	3.75	0.30609
501	GO:0003943	N-acetylgalactosamine-4-sulfatase activity	10	5	3.75	0.30609
502	GO:0008198	ferrous iron binding	10	5	3.75	0.30609
503	GO:0008266	poly(U) RNA binding	10	5	3.75	0.30609
504	GO:0043995	histone H4K5 acetyltransferase activity	10	5	3.75	0.30609
505	GO:0043996	histone H4K8 acetyltransferase activity	10	5	3.75	0.30609
506	GO:0033781	cholesterol 24-hydroxylase activity	10	5	3.75	0.30609
507	GO:0046972	histone H4K16 acetyltransferase activity	10	5	3.75	0.30609
508	GO:0015026	coreceptor activity	10	5	3.75	0.30609
509	GO:0005432	calcium:sodium antiporter activity	16	6	6	0.30625
510	GO:0016746	acyltransferase activity	786	327	294.88	0.31188
511	GO:0019534	toxin transmembrane transporter activity	15	7	5.63	0.31520
512	GO:0042605	peptide antigen binding	15	7	5.63	0.31520
513	GO:0016742	hydroxymethyl-, formyl- and related transferase activity	18	14	6.75	0.31615
514	GO:0019208	phosphatase regulator activity	30	17	11.26	0.31626
515	GO:0052866	phosphatidylinositol phosphate phosphatase activity	20	11	7.5	0.31643
516	GO:0016004	phospholipase activator activity	6	5	2.25	0.31649
517	GO:0008296	3'-5'-DNA exonuclease activity	5	4	1.88	0.31654
518	GO:0016723	oxidoreductase activity, acting on metal ions, NAD or NADP as acceptor	5	4	1.88	0.31654
519	GO:0036002	pre-mRNA binding	9	5	3.38	0.31658
520	GO:0015501	glutamate:sodium symporter activity	5	3	1.88	0.31661
521	GO:0005025	transforming growth factor beta receptor activity, type I	3	2	1.13	0.31663
522	GO:0005010	insulin-like growth factor receptor activity	3	2	1.13	0.31663
523	GO:0004331	fructose-2,6-bisphosphate 2-phosphatase activity	3	2	1.13	0.31663
524	GO:0004332	fructose-bisphosphate aldolase activity	3	2	1.13	0.31663
525	GO:0047220	galactosylxylosylprotein 3-beta-galactosyltransferase activity	3	2	1.13	0.31663
526	GO:0031071	cysteine desulfurase activity	3	2	1.13	0.31663
527	GO:0050897	cobalt ion binding	3	2	1.13	0.31663
528	GO:0070905	serine binding	3	2	1.13	0.31663
529	GO:0030305	heparanase activity	3	2	1.13	0.31663
530	GO:0004489	methylenetetrahydrofolate reductase (NAD(P)H) activity	3	2	1.13	0.31663
531	GO:0004474	malate synthase activity	3	2	1.13	0.31663
532	GO:0086080	protein binding involved in heterotypic cell-cell adhesion	3	2	1.13	0.31663
533	GO:0086089	voltage-gated potassium channel activity involved in atrial cardiac muscle cell action potential repolarization	3	2	1.13	0.31663
534	GO:0047714	galactolipase activity	3	2	1.13	0.31663
535	GO:0000248	C-5 sterol desaturase activity	3	2	1.13	0.31663
536	GO:0042809	nuclear vitamin D receptor binding	3	2	1.13	0.31663
537	GO:0050046	delta7-sterol 5(6)-desaturase activity	3	2	1.13	0.31663
538	GO:0043522	leucine zipper domain binding	3	2	1.13	0.31663
539	GO:0004165	delta(3)-delta(2)-enoyl-CoA isomerase activity	3	2	1.13	0.31663
540	GO:0042586	peptide deformylase activity	3	2	1.13	0.31663
541	GO:0036033	mediator complex binding	3	2	1.13	0.31663
542	GO:0004118	cGMP-stimulated cyclic-nucleotide phosphodiesterase activity	3	2	1.13	0.31663
543	GO:0030160	synaptic receptor adaptor activity	3	2	1.13	0.31663
544	GO:0003938	IMP dehydrogenase activity	3	2	1.13	0.31663
545	GO:0008460	dTDP-glucose 4,6-dehydratase activity	3	2	1.13	0.31663
546	GO:0047021	15-hydroxyprostaglandin dehydrogenase (NADP+) activity	3	2	1.13	0.31663
547	GO:0008420	RNA polymerase II CTD heptapeptide repeat phosphatase activity	3	2	1.13	0.31663
548	GO:0052723	inositol hexakisphosphate 1-kinase activity	3	2	1.13	0.31663
549	GO:0052724	inositol hexakisphosphate 3-kinase activity	3	2	1.13	0.31663
550	GO:0070891	lipoteichoic acid binding	3	2	1.13	0.31663
551	GO:0000064	L-ornithine transmembrane transporter activity	3	2	1.13	0.31663
552	GO:0031386	protein tag activity	3	2	1.13	0.31663
553	GO:0097371	MDM2/MDM4 family protein binding	3	2	1.13	0.31663
554	GO:0042608	T cell receptor binding	3	2	1.13	0.31663
555	GO:0000832	inositol hexakisphosphate 5-kinase activity	3	2	1.13	0.31663
556	GO:0008934	inositol monophosphate 1-phosphatase activity	3	2	1.13	0.31663
557	GO:0042392	sphingosine-1-phosphate phosphatase activity	3	2	1.13	0.31663
558	GO:0052832	inositol monophosphate 3-phosphatase activity	3	2	1.13	0.31663
559	GO:0052833	inositol monophosphate 4-phosphatase activity	3	2	1.13	0.31663
560	GO:0004775	succinate-CoA ligase (ADP-forming) activity	3	2	1.13	0.31663
561	GO:0004741	[pyruvate dehydrogenase (lipoamide)] phosphatase activity	3	2	1.13	0.31663
562	GO:0016151	nickel cation binding	3	2	1.13	0.31663
563	GO:0004742	dihydrolipoyllysine-residue acetyltransferase activity	3	2	1.13	0.31663
564	GO:0004703	G protein-coupled receptor kinase activity	3	2	1.13	0.31663
565	GO:0015183	L-aspartate transmembrane transporter activity	3	2	1.13	0.31663
566	GO:0015189	L-lysine transmembrane transporter activity	3	2	1.13	0.31663
567	GO:0031957	very long-chain fatty acid-CoA ligase activity	3	2	1.13	0.31663
568	GO:0003868	4-hydroxyphenylpyruvate dioxygenase activity	3	2	1.13	0.31663
569	GO:0004013	adenosylhomocysteinase activity	3	2	1.13	0.31663
570	GO:0003881	CDP-diacylglycerol-inositol 3-phosphatidyltransferase activity	3	2	1.13	0.31663
571	GO:0030060	L-malate dehydrogenase activity	3	2	1.13	0.31663
572	GO:0050998	nitric-oxide synthase binding	3	2	1.13	0.31663
573	GO:0042974	nuclear retinoic acid receptor binding	3	2	1.13	0.31663
574	GO:0004641	phosphoribosylformylglycinamidine cyclo-ligase activity	3	2	1.13	0.31663
575	GO:0004637	phosphoribosylamine-glycine ligase activity	3	2	1.13	0.31663
576	GO:0017042	glycosylceramidase activity	3	2	1.13	0.31663
577	GO:0050221	prostaglandin-E2 9-reductase activity	3	2	1.13	0.31663
578	GO:0003689	DNA clamp loader activity	3	2	1.13	0.31663
579	GO:0034046	poly(G) binding	3	2	1.13	0.31663
580	GO:0008559	ABC-type xenobiotic transporter activity	3	2	1.13	0.31663
581	GO:0016802	trialkylsulfonium hydrolase activity	3	2	1.13	0.31663
582	GO:0046975	histone H3K36 methyltransferase activity	3	2	1.13	0.31663
583	GO:0070411	I-SMAD binding	3	2	1.13	0.31663
584	GO:0004353	glutamate dehydrogenase [NAD(P)+] activity	3	2	1.13	0.31663
585	GO:0015019	heparan-alpha-glucosaminide N-acetyltransferase activity	3	2	1.13	0.31663
586	GO:0008503	benzodiazepine receptor activity	3	2	1.13	0.31663
587	GO:0016715	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen	29	13	10.88	0.31703
588	GO:0005125	cytokine activity	25	11	9.38	0.31713
589	GO:0005546	phosphatidylinositol-4,5-bisphosphate binding	20	9	7.5	0.31761
590	GO:0016891	RNA endonuclease activity, producing 5'-phosphomonoesters	109	20	40.89	0.31828
591	GO:0004181	metallocarboxypeptidase activity	28	12	10.5	0.34395
592	GO:0005244	voltage-gated monoatomic ion channel activity	211	98	79.16	0.34482
593	GO:0022843	voltage-gated monoatomic cation channel activity	171	78	64.15	0.34583
594	GO:0004866	endopeptidase inhibitor activity	95	42	35.64	0.34834
595	GO:0008395	steroid hydroxylase activity	48	23	18.01	0.34850
596	GO:0008378	galactosyltransferase activity	46	16	17.26	0.34886
597	GO:0046625	sphingolipid binding	15	7	5.63	0.34894
598	GO:0019789	SUMO transferase activity	8	4	3	0.34899
599	GO:0004439	phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity	8	4	3	0.34899
600	GO:0031683	G-protein beta/gamma-subunit complex binding	8	4	3	0.34899
601	GO:0070742	C2H2 zinc finger domain binding	8	4	3	0.34899
602	GO:0035612	AP-2 adaptor complex binding	8	4	3	0.34899
603	GO:0004017	adenylate kinase activity	8	4	3	0.34899
604	GO:0047372	acylglycerol lipase activity	8	4	3	0.34899
605	GO:0016208	AMP binding	8	4	3	0.34899
606	GO:0008812	choline dehydrogenase activity	8	4	3	0.34899
607	GO:0008020	G protein-coupled photoreceptor activity	8	4	3	0.34899
608	GO:0005095	GTPase inhibitor activity	8	4	3	0.34899
609	GO:0033040	sour taste receptor activity	8	4	3	0.34899
610	GO:0016888	endodeoxyribonuclease activity, producing 5'-phosphomonoesters	30	11	11.26	0.34914
611	GO:0030295	protein kinase activator activity	23	8	8.63	0.34918
612	GO:0015175	neutral L-amino acid transmembrane transporter activity	23	10	8.63	0.35187
613	GO:0004435	phosphatidylinositol phospholipase C activity	18	8	6.75	0.35190
614	GO:0034185	apolipoprotein binding	18	10	6.75	0.35308
615	GO:0000062	fatty-acyl-CoA binding	14	7	5.25	0.35331
616	GO:0033691	sialic acid binding	13	6	4.88	0.35341
617	GO:0070888	E-box binding	13	6	4.88	0.35341
618	GO:0050840	extracellular matrix binding	35	14	13.13	0.35344
619	GO:0004806	triglyceride lipase activity	33	14	12.38	0.36834
620	GO:0016298	lipase activity	97	47	36.39	0.37463
621	GO:0005237	inhibitory extracellular ligand-gated monoatomic ion channel activity	8	7	3	0.37499
622	GO:0016248	channel inhibitor activity	9	7	3.38	0.37501
623	GO:0008200	ion channel inhibitor activity	8	6	3	0.37504
624	GO:0033558	protein lysine deacetylase activity	19	10	7.13	0.37505
625	GO:0004033	aldo-keto reductase (NADP) activity	8	5	3	0.37509
626	GO:0004407	histone deacetylase activity	17	8	6.38	0.37511
627	GO:0034979	NAD-dependent protein deacetylase activity	17	8	6.38	0.37511
628	GO:0086008	voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization	4	3	1.5	0.37512
629	GO:0098632	cell-cell adhesion mediator activity	4	3	1.5	0.37512
630	GO:0008308	voltage-gated monoatomic anion channel activity	12	6	4.5	0.37512
631	GO:0016505	peptidase activator activity involved in apoptotic process	7	4	2.63	0.37513
632	GO:0031821	G protein-coupled serotonin receptor binding	2	2	0.75	0.37513
633	GO:0031544	peptidyl-proline 3-dioxygenase activity	2	2	0.75	0.37513
634	GO:0016494	C-X-C chemokine receptor activity	2	2	0.75	0.37513
635	GO:0005415	nucleoside:sodium symporter activity	2	2	0.75	0.37513
636	GO:0015086	cadmium ion transmembrane transporter activity	2	2	0.75	0.37513
637	GO:0031685	adenosine receptor binding	3	2	1.13	0.37515
638	GO:0003720	telomerase activity	3	2	1.13	0.37515
639	GO:0008554	P-type sodium transporter activity	3	2	1.13	0.37515
640	GO:0004379	glycylpeptide N-tetradecanoyltransferase activity	1	1	0.38	0.37517
641	GO:0001681	sialate O-acetylesterase activity	1	1	0.38	0.37517
642	GO:0032027	myosin light chain binding	1	1	0.38	0.37517
643	GO:0031852	mu-type opioid receptor binding	1	1	0.38	0.37517
644	GO:0034545	fumarylpyruvate hydrolase activity	1	1	0.38	0.37517
645	GO:0005026	transforming growth factor beta receptor activity, type II	1	1	0.38	0.37517
646	GO:0004318	enoyl-[acyl-carrier-protein] reductase (NADH) activity	1	1	0.38	0.37517
647	GO:0004340	glucokinase activity	1	1	0.38	0.37517
648	GO:0004341	gluconolactonase activity	1	1	0.38	0.37517
649	GO:0005018	platelet-derived growth factor alpha-receptor activity	1	1	0.38	0.37517
650	GO:0004349	glutamate 5-kinase activity	1	1	0.38	0.37517
651	GO:0031877	somatostatin receptor binding	1	1	0.38	0.37517
652	GO:0030350	iron-responsive element binding	1	1	0.38	0.37517
653	GO:0047280	nicotinamide phosphoribosyltransferase activity	1	1	0.38	0.37517
654	GO:0004333	fumarate hydratase activity	1	1	0.38	0.37517
655	GO:0005049	nuclear export signal receptor activity	1	1	0.38	0.37517
656	GO:0031826	type 2A serotonin receptor binding	1	1	0.38	0.37517
657	GO:0000121	glycerol-1-phosphatase activity	1	1	0.38	0.37517
658	GO:0047273	galactosylgalactosylglucosylceramide beta-D-acetylgalactosaminyltransferase activity	1	1	0.38	0.37517
659	GO:0016531	copper chaperone activity	1	1	0.38	0.37517
660	GO:0047223	beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase activity	1	1	0.38	0.37517
661	GO:0051430	corticotropin-releasing hormone receptor 1 binding	1	1	0.38	0.37517
662	GO:0004306	ethanolamine-phosphate cytidylyltransferase activity	1	1	0.38	0.37517
663	GO:0001602	pancreatic polypeptide receptor activity	1	1	0.38	0.37517
664	GO:0043874	acireductone synthase activity	1	1	0.38	0.37517
665	GO:0032564	dATP binding	1	1	0.38	0.37517
666	GO:0090416	nicotinate transmembrane transporter activity	1	1	0.38	0.37517
667	GO:0032567	dGTP binding	1	1	0.38	0.37517
668	GO:0004491	methylmalonate-semialdehyde dehydrogenase (acylating, NAD) activity	1	1	0.38	0.37517
669	GO:0004494	methylmalonyl-CoA mutase activity	1	1	0.38	0.37517
670	GO:0048763	calcium-induced calcium release activity	1	1	0.38	0.37517
671	GO:0043815	phosphoribosylglycinamide formyltransferase 2 activity	1	1	0.38	0.37517
672	GO:0044594	17-beta-hydroxysteroid dehydrogenase (NAD+) activity	1	1	0.38	0.37517
673	GO:0004462	lactoylglutathione lyase activity	1	1	0.38	0.37517
674	GO:0004463	leukotriene-A4 hydrolase activity	1	1	0.38	0.37517
675	GO:0004466	long-chain-acyl-CoA dehydrogenase activity	1	1	0.38	0.37517
676	GO:0051959	dynein light intermediate chain binding	1	1	0.38	0.37517
677	GO:0004452	isopentenyl-diphosphate delta-isomerase activity	1	1	0.38	0.37517
678	GO:0004454	ketohexokinase activity	1	1	0.38	0.37517
679	GO:0004420	hydroxymethylglutaryl-CoA reductase (NADPH) activity	1	1	0.38	0.37517
680	GO:0034618	arginine binding	1	1	0.38	0.37517
681	GO:0004421	hydroxymethylglutaryl-CoA synthase activity	1	1	0.38	0.37517
682	GO:0004422	hypoxanthine phosphoribosyltransferase activity	1	1	0.38	0.37517
683	GO:0038047	morphine receptor activity	1	1	0.38	0.37517
684	GO:0047751	3-oxo-5alpha-steroid 4-dehydrogenase (NADP+)	1	1	0.38	0.37517
685	GO:0000285	1-phosphatidylinositol-3-phosphate 5-kinase activity	1	1	0.38	0.37517
686	GO:0050815	phosphoserine residue binding	1	1	0.38	0.37517
687	GO:0050816	phosphothreonine residue binding	1	1	0.38	0.37517
688	GO:0050080	malonyl-CoA decarboxylase activity	1	1	0.38	0.37517
689	GO:0019871	sodium channel inhibitor activity	1	1	0.38	0.37517
690	GO:0044547	DNA topoisomerase binding	1	1	0.38	0.37517
691	GO:0046790	virion binding	1	1	0.38	0.37517
692	GO:0000247	C-8 sterol isomerase activity	1	1	0.38	0.37517
693	GO:0042030	ATPase inhibitor activity	1	1	0.38	0.37517
694	GO:0030412	formimidoyltetrahydrofolate cyclodeaminase activity	1	1	0.38	0.37517
695	GO:0016603	glutaminyl-peptide cyclotransferase activity	1	1	0.38	0.37517
696	GO:0047734	CDP-glycerol diphosphatase activity	1	1	0.38	0.37517
697	GO:0050809	diazepam binding	1	1	0.38	0.37517
698	GO:0004962	endothelin receptor activity	1	1	0.38	0.37517
699	GO:0036054	protein-malonyllysine demalonylase activity	1	1	0.38	0.37517
700	GO:0036055	protein-succinyllysine desuccinylase activity	1	1	0.38	0.37517
701	GO:0008384	IkappaB kinase activity	1	1	0.38	0.37517
702	GO:0004979	beta-endorphin receptor activity	1	1	0.38	0.37517
703	GO:0043532	angiostatin binding	1	1	0.38	0.37517
704	GO:0030409	glutamate formimidoyltransferase activity	1	1	0.38	0.37517
705	GO:0004155	6,7-dihydropteridine reductase activity	1	1	0.38	0.37517
706	GO:0004157	dihydropyrimidinase activity	1	1	0.38	0.37517
707	GO:0004918	interleukin-8 receptor activity	1	1	0.38	0.37517
708	GO:0036042	long-chain fatty acyl-CoA binding	1	1	0.38	0.37517
709	GO:0035870	dITP diphosphatase activity	1	1	0.38	0.37517
710	GO:0008349	MAP kinase kinase kinase kinase activity	1	1	0.38	0.37517
711	GO:0004170	dUTP diphosphatase activity	1	1	0.38	0.37517
712	GO:0004174	electron-transferring-flavoprotein dehydrogenase activity	1	1	0.38	0.37517
713	GO:0009045	xylose isomerase activity	1	1	0.38	0.37517
714	GO:0030957	Tat protein binding	1	1	0.38	0.37517
715	GO:0004938	alpha2-adrenergic receptor activity	1	1	0.38	0.37517
716	GO:0003952	NAD+ synthase (glutamine-hydrolyzing) activity	1	1	0.38	0.37517
717	GO:0004117	calmodulin-activated dual specificity 3',5'-cyclic-GMP, 3',5'-cyclic-AMP phosphodiesterase activity	1	1	0.38	0.37517
718	GO:0003980	UDP-glucose:glycoprotein glucosyltransferase activity	1	1	0.38	0.37517
719	GO:0031682	G-protein gamma-subunit binding	1	1	0.38	0.37517
720	GO:0003983	UTP:glucose-1-phosphate uridylyltransferase activity	1	1	0.38	0.37517
721	GO:0050528	acyloxyacyl hydrolase activity	1	1	0.38	0.37517
722	GO:0003972	RNA ligase (ATP) activity	1	1	0.38	0.37517
723	GO:0003978	UDP-glucose 4-epimerase activity	1	1	0.38	0.37517
724	GO:0003979	UDP-glucose 6-dehydrogenase activity	1	1	0.38	0.37517
725	GO:0004133	glycogen debranching enzyme activity	1	1	0.38	0.37517
726	GO:0004134	4-alpha-glucanotransferase activity	1	1	0.38	0.37517
727	GO:0004135	amylo-alpha-1,6-glucosidase activity	1	1	0.38	0.37517
728	GO:0048040	UDP-glucuronate decarboxylase activity	1	1	0.38	0.37517
729	GO:0003921	GMP synthase activity	1	1	0.38	0.37517
730	GO:0030911	TPR domain binding	1	1	0.38	0.37517
731	GO:0047874	dolichyldiphosphatase activity	1	1	0.38	0.37517
732	GO:0015390	purine-specific nucleoside:sodium symporter activity	1	1	0.38	0.37517
733	GO:0035800	deubiquitinase activator activity	1	1	0.38	0.37517
734	GO:0003940	L-iduronidase activity	1	1	0.38	0.37517
735	GO:0003944	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase activity	1	1	0.38	0.37517
736	GO:0004105	choline-phosphate cytidylyltransferase activity	1	1	0.38	0.37517
737	GO:0018478	malonate-semialdehyde dehydrogenase (acetylating) activity	1	1	0.38	0.37517
738	GO:0018479	benzaldehyde dehydrogenase (NAD+) activity	1	1	0.38	0.37517
739	GO:0003937	IMP cyclohydrolase activity	1	1	0.38	0.37517
740	GO:0015362	high-affinity sodium:dicarboxylate symporter activity	1	1	0.38	0.37517
741	GO:0035594	ganglioside binding	1	1	0.38	0.37517
742	GO:0035598	N6-threonylcarbomyladenosine methylthiotransferase activity	1	1	0.38	0.37517
743	GO:0070728	leucine binding	1	1	0.38	0.37517
744	GO:0008458	carnitine O-octanoyltransferase activity	1	1	0.38	0.37517
745	GO:0008480	sarcosine dehydrogenase activity	1	1	0.38	0.37517
746	GO:0008482	sulfite oxidase activity	1	1	0.38	0.37517
747	GO:0015386	potassium:proton antiporter activity	1	1	0.38	0.37517
748	GO:0008488	gamma-glutamyl carboxylase activity	1	1	0.38	0.37517
749	GO:0015389	pyrimidine- and adenosine-specific:sodium symporter activity	1	1	0.38	0.37517
750	GO:0008470	isovaleryl-CoA dehydrogenase activity	1	1	0.38	0.37517
751	GO:0047804	cysteine-S-conjugate beta-lyase activity	1	1	0.38	0.37517
752	GO:0015379	potassium:chloride symporter activity	1	1	0.38	0.37517
753	GO:1901612	cardiolipin binding	1	1	0.38	0.37517
