GO.ID	Term	Annotated	Significant	Expected	P_value
189	GO:0032807	DNA ligase IV complex	2	2	0.83	0.17271
190	GO:0030893	meiotic cohesin complex	2	2	0.83	0.17271
191	GO:0000220	vacuolar proton-transporting V-type ATPase, V0 domain	2	2	0.83	0.17271
192	GO:0043625	delta DNA polymerase complex	2	2	0.83	0.17271
193	GO:0005879	axonemal microtubule	2	2	0.83	0.17271
194	GO:0097541	axonemal basal plate	2	2	0.83	0.17271
195	GO:0008024	cyclin/CDK positive transcription elongation factor complex	2	2	0.83	0.17271
196	GO:0005967	mitochondrial pyruvate dehydrogenase complex	2	2	0.83	0.17271
197	GO:0000329	fungal-type vacuole membrane	2	2	0.83	0.17271
198	GO:0031616	spindle pole centrosome	2	2	0.83	0.17271
199	GO:0035749	myelin sheath adaxonal region	2	2	0.83	0.17271
200	GO:0048476	Holliday junction resolvase complex	2	2	0.83	0.17271
201	GO:0070044	synaptobrevin 2-SNAP-25-syntaxin-1a complex	2	2	0.83	0.17271
202	GO:0097204	phagocytic cup base	2	2	0.83	0.17271
203	GO:0035060	brahma complex	2	2	0.83	0.17271
204	GO:0045170	spectrosome	2	2	0.83	0.17271
205	GO:0097362	MCM8-MCM9 complex	2	2	0.83	0.17271
206	GO:0033256	I-kappaB/NF-kappaB complex	5	3	2.08	0.17272
207	GO:0097386	glial cell projection	6	3	2.49	0.17274
208	GO:0030132	clathrin coat of coated pit	8	3	3.32	0.17278
209	GO:0016282	eukaryotic 43S preinitiation complex	16	9	6.65	0.17353
210	GO:0033290	eukaryotic 48S preinitiation complex	16	9	6.65	0.17353
211	GO:0005765	lysosomal membrane	231	104	96	0.17545
212	GO:0016323	basolateral plasma membrane	117	54	48.63	0.17919
213	GO:0005759	mitochondrial matrix	198	100	82.29	0.17927
214	GO:0035145	exon-exon junction complex	14	8	5.82	0.18036
215	GO:0005666	RNA polymerase III complex	14	8	5.82	0.18036
216	GO:0012506	vesicle membrane	596	264	247.7	0.18536
217	GO:0005771	multivesicular body	22	12	9.14	0.18700
218	GO:0016442	RISC complex	12	7	4.99	0.18710
219	GO:0035267	NuA4 histone acetyltransferase complex	15	8	6.23	0.18713
220	GO:0005788	endoplasmic reticulum lumen	145	68	60.26	0.19102
221	GO:0005828	kinetochore microtubule	10	6	4.16	0.19343
222	GO:0005834	heterotrimeric G-protein complex	10	6	4.16	0.19343
223	GO:0030659	cytoplasmic vesicle membrane	584	257	242.71	0.19350
224	GO:0015030	Cajal body	25	13	10.39	0.19509
225	GO:0033179	proton-transporting V-type ATPase, V0 domain	6	5	2.49	0.19752
226	GO:0005849	mRNA cleavage factor complex	16	9	6.65	0.19753
227	GO:0033017	sarcoplasmic reticulum membrane	5	4	2.08	0.19757
228	GO:0000346	transcription export complex	10	6	4.16	0.19757
229	GO:0005838	proteasome regulatory particle	11	6	4.57	0.19760
230	GO:0043190	ATP-binding cassette (ABC) transporter complex	4	3	1.66	0.19761
231	GO:0045261	proton-transporting ATP synthase complex, catalytic core F(1)	4	3	1.66	0.19761
232	GO:0032473	cytoplasmic side of mitochondrial outer membrane	4	3	1.66	0.19761
233	GO:0033010	paranodal junction	4	3	1.66	0.19761
234	GO:0001741	XY body	4	3	1.66	0.19761
235	GO:0005885	Arp2/3 protein complex	4	3	1.66	0.19761
236	GO:0097546	ciliary base	4	3	1.66	0.19761
237	GO:0031251	PAN complex	4	3	1.66	0.19761
238	GO:0036396	RNA N6-methyladenosine methyltransferase complex	4	3	1.66	0.19761
239	GO:0005927	muscle tendon junction	4	3	1.66	0.19761
240	GO:0034274	Atg12-Atg5-Atg16 complex	4	3	1.66	0.19761
241	GO:0071141	SMAD protein complex	4	3	1.66	0.19761
242	GO:0031461	cullin-RING ubiquitin ligase complex	130	53	54.03	0.19778
243	GO:0030532	small nuclear ribonucleoprotein complex	36	20	14.96	0.19836
244	GO:0070419	nonhomologous end joining complex	10	7	4.16	0.19858
245	GO:0005687	U4 snRNP	8	5	3.32	0.19870
246	GO:0043194	axon initial segment	8	5	3.32	0.19870
247	GO:0016281	eukaryotic translation initiation factor 4F complex	8	5	3.32	0.19870
248	GO:0001673	male germ cell nucleus	8	5	3.32	0.19870
249	GO:0097342	ripoptosome	6	4	2.49	0.20142
250	GO:0033588	elongator holoenzyme complex	6	4	2.49	0.20142
251	GO:0031265	CD95 death-inducing signaling complex	6	4	2.49	0.20142
252	GO:0005595	collagen type XII trimer	6	4	2.49	0.20142
253	GO:0030127	COPII vesicle coat	6	4	2.49	0.20142
254	GO:0070852	cell body fiber	6	4	2.49	0.20142
255	GO:0030690	Noc1p-Noc2p complex	6	4	2.49	0.20142
256	GO:0055087	Ski complex	6	4	2.49	0.20142
257	GO:0045211	postsynaptic membrane	241	107	100.16	0.20162
258	GO:0032420	stereocilium	53	31	22.03	0.20258
259	GO:0000775	chromosome, centromeric region	139	69	57.77	0.21205
260	GO:0005871	kinesin complex	117	52	48.63	0.21371
261	GO:0005802	trans-Golgi network	117	53	48.63	0.22087
262	GO:0031430	M band	30	15	12.47	0.22448
263	GO:0043198	dendritic shaft	19	10	7.9	0.22622
264	GO:0043195	terminal bouton	39	19	16.21	0.22697
265	GO:0000785	chromatin	299	127	124.26	0.23257
266	GO:0008076	voltage-gated potassium channel complex	101	46	41.98	0.23691
267	GO:0005769	early endosome	163	69	67.74	0.24639
268	GO:0000242	pericentriolar material	15	8	6.23	0.25147
