GO.ID	Term	Annotated	Significant	Expected	P_value
186	GO:0047800	cysteamine dioxygenase activity	1	1	0.11	0.10613
187	GO:0008480	sarcosine dehydrogenase activity	1	1	0.11	0.10613
188	GO:0003980	UDP-glucose:glycoprotein glucosyltransferase activity	1	1	0.11	0.10613
189	GO:0003844	1,4-alpha-glucan branching enzyme activity	1	1	0.11	0.10613
190	GO:0016906	sterol 3-beta-glucosyltransferase activity	1	1	0.11	0.10613
191	GO:0044547	DNA topoisomerase binding	1	1	0.11	0.10613
192	GO:0008488	gamma-glutamyl carboxylase activity	1	1	0.11	0.10613
193	GO:0008470	isovaleryl-CoA dehydrogenase activity	1	1	0.11	0.10613
194	GO:0003972	RNA ligase (ATP) activity	1	1	0.11	0.10613
195	GO:0003975	UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity	1	1	0.11	0.10613
196	GO:0003976	UDP-N-acetylglucosamine-lysosomal-enzyme N-acetylglucosaminephosphotransferase activity	1	1	0.11	0.10613
197	GO:0052851	ferric-chelate reductase (NADPH) activity	1	1	0.11	0.10613
198	GO:0008448	N-acetylglucosamine-6-phosphate deacetylase activity	1	1	0.11	0.10613
199	GO:0004760	serine-pyruvate transaminase activity	1	1	0.11	0.10613
200	GO:0005026	transforming growth factor beta receptor activity, type II	1	1	0.11	0.10613
201	GO:0015227	acyl carnitine transmembrane transporter activity	1	1	0.11	0.10613
202	GO:0004768	stearoyl-CoA 9-desaturase activity	1	1	0.11	0.10613
203	GO:0016402	pristanoyl-CoA oxidase activity	1	1	0.11	0.10613
204	GO:0015230	FAD transmembrane transporter activity	1	1	0.11	0.10613
205	GO:0005128	erythropoietin receptor binding	1	1	0.11	0.10613
206	GO:0030729	acetoacetate-CoA ligase activity	1	1	0.11	0.10613
207	GO:0004740	pyruvate dehydrogenase (acetyl-transferring) kinase activity	1	1	0.11	0.10613
208	GO:0005137	interleukin-5 receptor binding	1	1	0.11	0.10613
209	GO:0044610	FMN transmembrane transporter activity	1	1	0.11	0.10613
210	GO:0004392	heme oxygenase (decyclizing) activity	1	1	0.11	0.10613
211	GO:0016155	formyltetrahydrofolate dehydrogenase activity	1	1	0.11	0.10613
212	GO:0008157	protein phosphatase 1 binding	1	1	0.11	0.10613
213	GO:0004397	histidine ammonia-lyase activity	1	1	0.11	0.10613
214	GO:0016019	peptidoglycan immune receptor activity	1	1	0.11	0.10613
215	GO:0016040	glutamate synthase (NADH) activity	1	1	0.11	0.10613
