GO.ID	Term	Annotated	Significant	Expected	P_value
366	GO:0005845	mRNA cap binding complex	14	1	1.67	0.83041
367	GO:0030056	hemidesmosome	14	1	1.67	0.83041
368	GO:0031234	extrinsic component of cytoplasmic side of plasma membrane	24	2	2.86	0.83045
369	GO:0044297	cell body	282	33	33.56	0.83268
370	GO:0031519	PcG protein complex	37	3	4.4	0.83287
371	GO:0030426	growth cone	83	7	9.88	0.83491
372	GO:0005769	early endosome	163	15	19.4	0.84811
373	GO:0042645	mitochondrial nucleoid	27	2	3.21	0.84831
374	GO:0043034	costamere	15	1	1.78	0.85061
375	GO:0005689	U12-type spliceosomal complex	15	1	1.78	0.85061
376	GO:0044295	axonal growth cone	15	1	1.78	0.85061
377	GO:0005905	clathrin-coated pit	68	7	8.09	0.85622
378	GO:0031463	Cul3-RING ubiquitin ligase complex	39	3	4.64	0.85888
379	GO:0070469	respirasome	50	2	5.95	0.86884
380	GO:0005829	cytosol	1302	142	154.93	0.86976
381	GO:0000932	P-body	112	10	13.33	0.87156
382	GO:0000151	ubiquitin ligase complex	181	9	21.54	0.87289
383	GO:0045202	synapse	605	62	71.99	0.87328
384	GO:0005667	transcription regulator complex	163	13	19.4	0.88047
385	GO:0009986	cell surface	367	45	43.67	0.88368
386	GO:0034719	SMN-Sm protein complex	17	1	2.02	0.88408
387	GO:0031201	SNARE complex	17	1	2.02	0.88408
388	GO:0030139	endocytic vesicle	134	17	15.95	0.89027
389	GO:0000792	heterochromatin	47	8	5.59	0.89736
390	GO:0022627	cytosolic small ribosomal subunit	18	1	2.14	0.89789
391	GO:0005641	nuclear envelope lumen	18	1	2.14	0.89789
392	GO:0031941	filamentous actin	18	1	2.14	0.89789
393	GO:0032421	stereocilium bundle	72	8	8.57	0.90997
394	GO:0042025	host cell nucleus	19	1	2.26	0.91005
395	GO:0043198	dendritic shaft	19	1	2.26	0.91005
396	GO:0005739	mitochondrion	1265	144	150.53	0.91313
397	GO:0000781	chromosome, telomeric region	65	5	7.73	0.91331
398	GO:0055037	recycling endosome	57	4	6.78	0.92003
399	GO:0005657	replication fork	54	7	6.43	0.92055
400	GO:0008180	COP9 signalosome	20	1	2.38	0.92077
401	GO:0031091	platelet alpha granule	20	1	2.38	0.92077
402	GO:0005912	adherens junction	151	13	17.97	0.92161
