GO.ID	Term	Annotated	Significant	Expected	P_value
92	GO:0050667	homocysteine metabolic process	11	5	1.22	0.01190
93	GO:0018095	protein polyglutamylation	9	4	1	0.01191
94	GO:0035999	tetrahydrofolate interconversion	9	4	1	0.01191
95	GO:0006579	amino-acid betaine catabolic process	9	4	1	0.01191
96	GO:0030174	regulation of DNA-templated DNA replication initiation	9	4	1	0.01191
97	GO:0045880	positive regulation of smoothened signaling pathway	9	4	1	0.01191
98	GO:0055003	cardiac myofibril assembly	9	4	1	0.01191
99	GO:0000050	urea cycle	9	4	1	0.01191
100	GO:0055092	sterol homeostasis	33	12	3.65	0.01216
101	GO:0070813	hydrogen sulfide metabolic process	6	4	0.66	0.01222
102	GO:1990266	neutrophil migration	19	4	2.1	0.01224
103	GO:0015771	trehalose transport	2	2	0.22	0.01224
104	GO:0006147	guanine catabolic process	2	2	0.22	0.01224
105	GO:0042426	choline catabolic process	2	2	0.22	0.01224
106	GO:0006212	uracil catabolic process	2	2	0.22	0.01224
107	GO:0046724	oxalic acid secretion	2	2	0.22	0.01224
108	GO:0045456	ecdysteroid biosynthetic process	2	2	0.22	0.01224
109	GO:0061057	peptidoglycan recognition protein signaling pathway	2	2	0.22	0.01224
110	GO:0002277	myeloid dendritic cell activation involved in immune response	2	2	0.22	0.01224
111	GO:0014807	regulation of somitogenesis	2	2	0.22	0.01224
112	GO:0001766	membrane raft polarization	2	2	0.22	0.01224
113	GO:0001768	establishment of T cell polarity	2	2	0.22	0.01224
114	GO:0001771	immunological synapse formation	2	2	0.22	0.01224
115	GO:0019448	L-cysteine catabolic process	2	2	0.22	0.01224
116	GO:0032455	nerve growth factor processing	2	2	0.22	0.01224
117	GO:0009063	amino acid catabolic process	117	30	12.95	0.01233
118	GO:0032868	response to insulin	118	16	13.06	0.01389
119	GO:2000736	regulation of stem cell differentiation	60	15	6.64	0.01389
120	GO:0042307	positive regulation of protein import into nucleus	30	8	3.32	0.01395
121	GO:0042439	ethanolamine-containing compound metabolic process	48	11	5.31	0.01401
122	GO:0007398	ectoderm development	14	5	1.55	0.01403
123	GO:0006940	regulation of smooth muscle contraction	41	7	4.54	0.01406
124	GO:0045216	cell-cell junction organization	97	10	10.73	0.01414
125	GO:0009615	response to virus	192	31	21.25	0.01417
126	GO:0006986	response to unfolded protein	74	15	8.19	0.01430
127	GO:0016042	lipid catabolic process	188	38	20.8	0.01491
128	GO:0035469	determination of pancreatic left/right asymmetry	25	7	2.77	0.01604
129	GO:0022602	ovulation cycle process	51	14	5.64	0.01685
130	GO:0007076	mitotic chromosome condensation	31	8	3.43	0.01702
131	GO:0008340	determination of adult lifespan	37	9	4.09	0.01722
132	GO:0060071	Wnt signaling pathway, planar cell polarity pathway	65	13	7.19	0.01790
133	GO:0035583	sequestering of TGFbeta in extracellular matrix	20	6	2.21	0.01798
134	GO:0043152	induction of bacterial agglutination	10	4	1.11	0.01814
135	GO:2001240	negative regulation of extrinsic apoptotic signaling pathway in absence of ligand	10	4	1.11	0.01814
136	GO:0032023	trypsinogen activation	10	4	1.11	0.01814
137	GO:0014070	response to organic cyclic compound	490	69	54.22	0.01836
138	GO:0007196	adenylate cyclase-inhibiting G protein-coupled glutamate receptor signaling pathway	15	5	1.66	0.01916
139	GO:0033690	positive regulation of osteoblast proliferation	15	5	1.66	0.01916
140	GO:0007565	female pregnancy	60	13	6.64	0.01980
141	GO:0003341	cilium movement	81	14	8.96	0.01986
142	GO:0008584	male gonad development	46	10	5.09	0.01987
143	GO:0071910	determination of liver left/right asymmetry	26	7	2.88	0.01991
144	GO:0090103	cochlea morphogenesis	26	7	2.88	0.01991
145	GO:1900373	positive regulation of purine nucleotide biosynthetic process	57	12	6.31	0.02037
146	GO:0046164	alcohol catabolic process	44	11	4.87	0.02081
147	GO:0035994	response to muscle stretch	12	7	1.33	0.02082
148	GO:0046185	aldehyde catabolic process	9	4	1	0.02090
149	GO:0048702	embryonic neurocranium morphogenesis	6	3	0.66	0.02091
150	GO:0006068	ethanol catabolic process	6	3	0.66	0.02091
151	GO:0044270	cellular nitrogen compound catabolic process	1277	135	141.31	0.02117
152	GO:0051130	positive regulation of cellular component organization	447	61	49.47	0.02253
153	GO:0008203	cholesterol metabolic process	111	21	12.28	0.02396
154	GO:1900542	regulation of purine nucleotide metabolic process	537	58	59.42	0.02470
155	GO:0006750	glutathione biosynthetic process	16	5	1.77	0.02538
156	GO:0070593	dendrite self-avoidance	16	5	1.77	0.02538
157	GO:0050727	regulation of inflammatory response	67	10	7.41	0.02541
158	GO:0097193	intrinsic apoptotic signaling pathway	120	23	13.28	0.02575
159	GO:0042219	cellular modified amino acid catabolic process	23	11	2.55	0.02581
160	GO:0021891	olfactory bulb interneuron development	24	8	2.66	0.02594
161	GO:0006693	prostaglandin metabolic process	20	6	2.21	0.02600
162	GO:0036158	outer dynein arm assembly	11	4	1.22	0.02605
163	GO:0032608	interferon-beta production	37	5	4.09	0.02612
164	GO:1903034	regulation of response to wounding	171	25	18.92	0.02843
165	GO:0046686	response to cadmium ion	23	7	2.55	0.02853
166	GO:0055081	monoatomic anion homeostasis	25	7	2.77	0.02854
167	GO:0060346	bone trabecula formation	22	6	2.43	0.02858
168	GO:0061077	chaperone-mediated protein folding	22	6	2.43	0.02858
169	GO:0000272	polysaccharide catabolic process	48	12	5.31	0.02893
170	GO:0034605	cellular response to heat	30	8	3.32	0.02943
171	GO:0007275	multicellular organism development	3220	408	356.33	0.03225
172	GO:0016202	regulation of striated muscle tissue development	55	7	6.09	0.03290
173	GO:0045837	negative regulation of membrane potential	10	4	1.11	0.03359
174	GO:0006885	regulation of pH	23	5	2.55	0.03361
175	GO:0035155	negative regulation of terminal cell fate specification, open tracheal system	7	3	0.77	0.03362
176	GO:0035157	negative regulation of fusion cell fate specification	7	3	0.77	0.03362
177	GO:0035170	lymph gland crystal cell differentiation	7	3	0.77	0.03362
178	GO:0035171	lamellocyte differentiation	7	3	0.77	0.03362
179	GO:0007464	R3/R4 cell fate commitment	7	3	0.77	0.03362
180	GO:0007451	dorsal/ventral lineage restriction, imaginal disc	7	3	0.77	0.03362
181	GO:0007473	wing disc proximal/distal pattern formation	7	3	0.77	0.03362
182	GO:0071360	cellular response to exogenous dsRNA	7	3	0.77	0.03362
183	GO:0045316	negative regulation of compound eye photoreceptor development	7	3	0.77	0.03362
184	GO:0045463	R8 cell development	7	3	0.77	0.03362
185	GO:0045468	regulation of R8 cell spacing in compound eye	7	3	0.77	0.03362
186	GO:0006572	tyrosine catabolic process	7	3	0.77	0.03362
187	GO:0090394	negative regulation of excitatory postsynaptic potential	7	3	0.77	0.03362
